project_id,project_number,project_name,url,land_required_ha,land_available_ha,land_to_be_acquired_ha,land_acquired_ha
58578,MO/2018/58578,Rehabilitation and up-gradation of prayagraaj to Faizaabad Section of N.H-96/330 from exiting Km. 135.230 to Km. 153.795 two lane/four lane paved shoulder in the state of uttar pradesh epc basic mode रिहैबिलिटेशन एंड up-ग्रेडेशन ऑफ़ प्रयागराज तो फैज़ाबाद सेक्शन ऑफ़ N.H-96/३३० फ्रॉम एक्सिटिंग Km. 135.२३० तो Km. 153.७९५ तवो lane/फोर लेन पवेद शोल्डर इन थे स्टेट ऑफ़ उत्तर प्रदेश एप्स बेसिक मोड,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58578,9.6,0.0,9.6,0.0
58579,MO/2018/58579,Rehabilitation and up-gradation of National Highway No. 96/330 in the stretch of land from Km. 135.230 to Km. 153.00 in the District of Prayagraj in the State of Uttar Pradesh. उत्तर प्रदेश राज्य के इलाहाबाद जिले में राष्ट्रीय राजमार्ग संख्या 96/330 के कि.मी. 135.230 से कि.मी. 153.00 तक के भू-खण्ड के पुनर्वास एव उच्चीकरण के कार्य हेतु।,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58579,10.3,0.0,10.3,0.1238
58585,MO/2018/58585,Rehabilitation and upgradation of NH-565 from existing Km 361/330 ( Dornala T Junction ) to Km 420/800 ( Penchalakona Junction ) to two lane with paved shoulders on EPC mode in the state of Andhra Pradesh रिहैबिलिटेशन एंड अपग्रेडेशन ऑफ़ रारा - 565 फ्रॉम एक्सिस्टिंग किमी. 361/330 ( दोरनाला टी जंक्शन ) टु किमी. 420/800 ( पञ्चालकोना जंक्शन ) टु टू लेन विद पेव्ड शोल्डर्स ऑन इपीसी मोड इन द स्टेट ऑफ़ आंध्र प्रदेश,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58585,8.9516464,0.0,8.9516464,0.0
58586,MO/2018/58586,"Improvement and Reconstruction to Two Lane With Paved Shoulders From KM 243.200 to KM 290.200 of NH - 234 on EPC Mode in the State of Karnataka इम्प्रूवमेंट एंड रिकंस्ट्रक्शन तो तवो लेन विथ पवेद शोल्डर्स फ्रॉम कम , 243.२०० तो कम 290.२०० ऑफ़ नह - २३४ ों एप्स मोड इन थे स्टेट ऑफ़ कर्नाटक",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58586,100.0,40.0,60.0,0.0658
58587,MO/2018/58587,Construction of six lane Elevated Corridor from Km 7.950 ( Uppal ) to Km 14.200 of NH - 163 to De-Congest the urban limits of Hyderabad - Bhoopalpatnam Section on EPC Mode in the state of Telangana. कंस्ट्रक्शन ऑफ़ सिक्स लेन एलिवेटेड कॉरिडोर फ्रॉम कम 7.९५० ( उप्पल ) तो कम 14.२०० ऑफ़ नह - १६३ तो De-कोंगेस्ट थे अर्बन लिमिट्स ऑफ़ हैदराबाद - भोपालपटनम सेक्शन ों एप्स मोड इन थे स्टेट ऑफ़ तेलंगाना Telangana.,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58587,33.22,31.648,1.572,0.0
58588,MO/2018/58588,Construction of Alternate Highway from Melli to Singtam from km 0.00 to km 22.700 in Sikkim under SARDP-NE कन्स्ट्रक्षन् आफ् औल्टर्नट हैवेय फ्रम् मैली टू सिंगटम फ्रम् केएम 0.00 टू केएम 22.700 इन् सिक्किम अन्डर् सर्द्प-ऍन्‌ई,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58588,100.956,47.64,53.316,0.0
58589,MO/2018/58589,6 - Laning of Km 9.900 to Km 19.948 (Aramgarh - samsabad section ) of Hyderabad - Bengaluru section of NH - 44 Under NH (O) on EPC basis in the state of Telangana . ६ - लैनिंग ऑफ़ कम 9.९०० तो कम 19.९४८ (ारामगढ़ - संसाबाद सेक्शन ) ऑफ़ हैदराबाद - बेंगलुरु सेक्शन ऑफ़ नह - ४४ अंडर नह (O) ों एप्स बेसिस इन थे स्टेट ऑफ़ तेलंगाना .,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58589,147.512,141.722,5.79,0.0
58600,MO/2018/58600,NH-166 G - Up-gradation of exisiting intermediate lane flexible pavement to 2 lane with paved shoulder rigid pavement from design Km. 0.000 (Talere junction on NH-66) to design Km. 30.670 (End of Karul Ghat) Design length 30.670 Km Section on Telere Gaganbawada Kolhapur road (NH 166G) in the state of Maharashtra Pkg_1 Pkg_१,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58600,92.01,84.614,7.396,0.0
58602,MO/2018/58602,NH-166 G - Up-gradation of exisiting intermediate lane flexible pavement to 2 lane with paved shoulder rigid pavement from design Km. 30.670 (End of Karul Ghat near Gaganbawada village) to design Km. 82.440 (At the start of Kolhapur Muncipal Corporation Near Phulewadi ring road) Design length 51.770 Km Section on Telere Gaganbawada Kolhapur road (NH 166G) in the state of Maharashtra Pkg_2 Pkg_२,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58602,155.31,144.6,10.71,0.0
58603,MO/2018/58603,Construction of ROB approaches on NH 848-B at Karambeli crossing L.C. NO.77 @ km 0/0 to 0.6 कंस्ट्रक्शन ऑफ़ रॉब अप्प्रोचेस ो ों नह 848-बी ात करबेली क्रासिंग L.C. NO.७७ @ कम 0.0 तो 0.6 तो,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58603,8.6936,1.2326,7.461,0.1193
58604,MO/2018/58604,Construction of RUB from design Km. 10.800 (before Bandhavwadi junction to design Km. 13.000 (Near Narkarwadi Junction of Design lane 1.9Km. (Section of Talere Gaganbawada Kolhapur road NH-166 G) in the state of Maharashtra Pkg_3 Pkg_३,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58604,10.735,0.0,10.735,0.0
58608,MO/2018/58608,Development of Punjab/Haryana Border to Moonak-Jakhal-Budhlada-Bhikhi from Km. 236.600 to 287.710 section of NH-148B in the State of Punjab पंजाब,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58608,168.27,126.974,41.296,0.0
58613,MO/2018/58613,"Rehabilitation and Upgradation of the In - Principle approved National Highway stretch from Junction of NH - 48 near Chitradurga ( i.e., Km 0 / 0 ) and ends Karnataka / AP Border ( at Km 135 / 983 ) and road continues in Andhra Pradesh connecting Roddam , Thurakalapatnam and terminates at is Junction of NH - 44 near Penukonda ( i.e., Km 163 / 000 ) the length passing in Andhra Pradesh state is 27 / 017 Kms . रिहैबिलिटेशन एंड उपग्रडेशन ऑफ़ थे इन - प्रिंसिपल एप्रूव्ड नेशनल हाईवे स्ट्रेच फ्रॉम जंक्शन ऑफ़ नह - ४८ नियर चित्रदुर्गा ( i.e., कम ० / ० ) एंड एंड्स कर्नाटक / आप बॉर्डर ( ात कम १३५ / ९८३ ) एंड रोड कॉन्टिनुएस इन आंध्र प्रदेश कनेक्टिंग रोद्दम , ठुरकलापटनम एंड टर्मिनटेस ात इस जंक्शन ऑफ़ नह - ४४ नियर पेनुकोंडा ( i.e., कम १६३ / ००० ) थे लेंथ पासिंग इन आंध्र प्रदेश स्टेट इस २७ / ०१७ कंस .",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58613,92.55,53.47,39.08,0.0
58619,MO/2018/58619,Construction of 2- Lane Gangtok Bypass Road from Ranipool to Burtuk in East Sikkim (23.316) Km कंस्ट्रक्शन ऑफ़ 2- लेन गंगटोक बाईपास रोड फ्रॉम रानीपुल तो बुरटुक इन ईस्ट सिक्किम (23.316) कम,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58619,53.0912,46.6048,6.4864,0.0235
58621,MO/2018/58621,Construction of ROB in lieu of existing level crossing No. 86-A/3-E (at Railway Km 107.030) at Km 103.4 (near Ettivadi) of NH-234 (New NH No-38) in the district of TIRUVANNAMALAI in the state of TAMIL NADU तमिलनाडु राज्य के तिरुवन्नामलाई जिले में एनएच -234(नया एन एच न.38) के किमी 103.4 (एट्टीवाडी के पास) पर मौजूदा समपार संख्या 86-ए / 3-ई (रेलवे किमी 107.030 पर) के स्थान पर आरओबी एवं इसके पॅहुच मार्ग,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58621,10.12,8.8,1.32,0.0
58626,MO/2018/58626,"Widening , strengthening and reconstruction of existing pavement to 4 - lanes from km 266.348 to 283.000 of Mahabubnagar - Jadcherla road section of NH - 167 on EPC mode विडेनिंग , स्ट्रेंग्थेनिंग एंड रिकंस्ट्रक्शन ऑफ़ एक्सिस्टिंग पेवमेंट तो ४ - लेन्स फ्रॉम कम 266.३४८ तो 283.००० ऑफ़ महबूबनगर - जड्चर्ला एंड रोड सेक्शन ऑफ़ नह - १६७ ों एप्स मोड",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58626,55.0,49.0,6.0,0.0
58629,MO/2018/58629,Rehabilitation and Up gradatation of Omarga to Ausa of NH-548 B from Km 249/200 to Km 201/400 to two lane with paved shoulder configuration (Omarga - Ausa - Latur - Renapur - Pangaon - Dharmapuri - Parali - Injegaon Road design change Km 0/00 (Omarga) to Km 47/800 (Ausa) length 47/800 Km) in the state of Maharashtra on EPC mode and NH (O) (O),https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58629,122.6,116.0,6.6,0.0
58630,MO/2018/58630,Acquisition of land for construction of Bypass near Nayagarh town in the stat of Odisha एक्वीजीशन ऑफ़ लैंड फॉर कंस्ट्रक्शन ऑफ़ बाईपास नियर नयागढ़ टाउन इन थे स्टेट ऑफ़ ओडिशा,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58630,85.0,0.0,85.0,0.2784297
58633,MO/2018/58633,Estimate of upgradation to two lane with paved shoulder of Helwak to Karad section of NH-166E from Km. 85.00 to Km. 133.417 on EPC mode in the state of Maharashtra महाराष्ट्र,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58633,136.149,101.339,34.81,0.018
58639,MO/2018/58639,"Improvement/ Upgradation of NH-60 to 4 lane from existing Km 306.00 (Pandabeswar) to Km 321.00 (Dubrajpur) in the district of Birbhum, West Bengal- Construction of 4-lane Road Over Bridge (ROB) and its approaches between km. 306.302 to km. 307.923 of NH-60 in lieu of Level crossing No. 10-B/T in the district of Birbhum, West Bengal पश्चिम बंगाल राज्य के बीरभूम जिले में NH-60 के मजुदा चेनेज 306.00 कि. मि. (पान्डबेश्र्वर) से 321.00 कि. मि. (दुबराजपूर) तक चार लेन मे उन्नयन/ उन्नतिकरन - पश्चिम बंगाल राज्य के बीरभूम जिले में NH-60 के कि. मि 306.302 तथा कि. मि 307.923 के बीच लेवल क्रोसिंग नं. 10- बी/टी के बदले में रेल सेतु (आर.ओ.बी) और इसकी अप्रोच के निर्माण",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58639,5.67,0.0,5.67,0.0
58641,MO/2018/58641,"Prepration of DPR for newly declared NH in the State of Madhya Pradesh under Packages- I,II & IV. Details of bids proposed for approval are as below:- National Highway - No. 346 (Jharkheda- Berasia to Vidisha - Road - k.m. 0+000 to 87+900 k.m.) प्रिपरेसन ऑफ DPR फॉर न्यूली डिक्लियर्ड NH इन द स्टेट ऑफ मध्य प्रदेश अंडर पैकेज- I,II & IV. डिटेल्स ऑफ बीड्स प्रपोस्ड फॉर अप्रूवल अर एस बिलो :- (एन.एच.- 346 (झरखेड़ा-बैरसिया-से-विदिशा रोड 0+000 से 87+900 कि.मी. )",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58641,228.696,71.516,157.18,0.0
58655,MO/2018/58655,Rehabilitation and Upgradation to Two Lane with Paved Shoulder of Songir (Connecting NH-3) Shahada upto Gujrat Border in the state of Maharashtra.Principally declared and proposed NH-24(A) km.0.000 to km.36+500 km.36+५००,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58655,80.3,51.841,28.459,0.0
58656,MO/2018/58656,Rehabilitation and Upgradation to Two Lane with Paved Shoulder of Songir (Connecting NH-3) Shahada upto Gujrat Border in the state of Maharashtra.Principally declared and proposed NH-24(A)km.36.500to km.65.000 km.65.०००,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58656,62.7,33.98,28.72,0.0
58659,MO/2018/58659,Strengthening and widening to 2 lane with paved shoulder from km 181.465 to 201.665 (Nasriganj - Bikramganj ) in the state of Bihar on EPC mode of NH- 120. बिहार राज्य के रा0 उ0 पथ सं0 - 120 रोहतास जिले में बिक्रमगंज अंचल के अंतर्गत सड़क के किमी 181.465 से 201.665 तक (नासरीगंज - बिक्रमगंज सेक्शन ) के लिए अर्जन की जाने वाली संरचना रहित अथवा संरचना सहित भूमि का संक्षिप्त विवरण |,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58659,0.4887,0.295,0.1937,0.0
58660,MO/2018/58660,Construction of 4-Lane Bypass to Vizianagaram town of NH-43 (New NH No.26) from Km.537/600 to 552/000 (Raipur â€“Visakhapatnam Section) to 4 Lane on EPC mode under NH (O) 2016-17 in the state of Andhra Pradesh कंस्ट्रक्शन ऑफ़ 4-लेन बाईपास टु विजयनगरम टाउन ऑफ़ रारा-43 (नया रारा संख्या 26) फ्रॉम किमी.537/600 टु किमी.552/000 (रायपुर–विशाखापट्नम सेक्शन) टु 4 लेन ऑन इपीसी मोड अंडर रारा (ओ) 2016-17 इन द स्टेट ऑफ़ आंध्र प्रदेश,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58660,145.522,102.19,43.332,0.0
58666,MO/2018/58666,Rehabilitation and Upgrading to 2 lanes/2 lane with paved shoulders configuration and strengthening of Anisabad-Aurangabad-Hariharganj Section (Km.0.0- Km. 149.00) of NH-98 in the State of Bihar (Package No. SP/C/2) बिहार राज्य में राष्ट्रीय राजमार्ग संख्या - 98 के किमी 0.00 से किमी 149.00 (अनीसाबाद - औरंगाबाद - हरिहरगंज खंड ) पर भूमि का अधिग्रहण|,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58666,0.63515,0.0,0.63515,0.16055
58669,MO/2018/58669,"Land acquisition on National Highway No. ....... on the stretch from Govindpur (Bihar / Jharkhand Border) - Akbarpur- Fataehpur - extended up to Gaya Road of Pataldhi - Tisri - Gawan - Satgawan - Govindpur in the State of Bihar. बिहार राज्य में राष्ट्रीय राजमार्ग संख्या - ............ के अनुभाग गोविन्दपुर बिहार / झारखण्ड सीमा फतेहपुर गया सड़क तक, पताल्धी - तीसरी - गावन - सत्तगावन - गोविन्दपुर की बाबत भूमि का अर्जन |",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58669,199.0055,108.2607,90.7448,0.0
58679,MO/2018/58679,consultancy services for project management including preparation of detailed project report of selected stretches/corridors of national highways/state roads( approved in principle for declaration as national highways) in the state of telangana for up gradation to two/four lane with paved shoulder configuration.( from bodhan-nizamabad( junction at NH-63)-tentative length 29.06 KM कंसल्टेंसी सर्विसेज फॉर प्रोजेक्ट मॅनॅग्मेंट इन्क्लूडिंग प्रिपरेशन ऑफ़ डिटेल्ड प्रोजेक्ट रिपोर्ट ऑफ़ सिलेक्टेड stretches/कोर्रिडोर्स ऑफ़ नेशनल highways/स्टेट roads( एप्रूव्ड इन प्रिंसिपल फॉर डिक्लेरेशन अस नेशनल highways) इन थे स्टेट ऑफ़ तेलंगाना फॉर उप ग्रेडेशन तो तवो two/फोर लेन विथ पवेद शोल्डर configuration.( फ्रॉम bodhan-nizamabad( जंक्शन ात NH-63)-टेंटेटिव लंघत लेंथ 29.०६,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58679,135.0,19.8,115.2,0.0
58688,MO/2018/58688,Upgradation of chikhali Takarkhed Bhagile of NH -753A in the state of maharastra fromDesiion Ch; 68.900 km to km 108.500 on EPC mode in the state of Maharashtra महाराष्ट्र,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58688,99.13,93.46,5.67,0.13
58689,MO/2018/58689,"Estimate of Upgradataion to four lane with paved shoulder of Takarkhed Bagile to Jalana Section of NH-753A, Existing Km. 110/375 to Km. 155/110 (Excluding Deulgaon Raja town from Km. 122/600 to Km. 127/00 length i.e 4.4 km of Malkapur Jalna Road on EPC mode in the state of Maharashtra महाराष्ट्र",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58689,100.65,94.87,5.78,0.0
58690,MO/2018/58690,Rehabilitation and upgradation of Jalgaon Jamod-Nandura national Highway from Km. 0/000 to Km. 24/998 of 161H in the state of Maharashtra for upgradation two lane with paved lane shoulder on EPC Basis contract कॉन्ट्रैक्ट,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58690,59.922,58.722,1.2,0.0
58691,MO/2018/58691,Rehabilitation and upgradation of Malegaon to Risod of Malegaon Jahangir-Shirpur-Risod-Sengaon-Hingoti road of NH-461B from design chainage km. 0/00 to km. 44/22 to two lane with paved shoulder configuration in the state of Maharashtra on EPC mode मोड,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58691,106.128,101.03,5.098,0.0
58692,MO/2018/58692,Rehabilitation and upgradation to Two lane with paved shoulder of Risod to Hingoti Section Existing chainage Km. 44.225 to Km. 97.785 (Design chainage km. 44.220 to Km. 97.450) of Malegaon to Hingoli Road NH-461B in the state of Maharashtra on EPC mode. mode.,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58692,127.75,124.35,3.4,0.0
58693,MO/2018/58693,Rehabilitation and upgradation of of 2 lane road with paved shoulder of Mangrulpir to Mahan (NH-161A) from 97/074 to 64/574) (design Km. 75/000 to Km. 107/500) (Total length= 32.5Km) in the state of Maharashtra on EPC basis बेसिस,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58693,110.578,100.592,9.986,0.0
58706,MO/2018/58706,Rehabilitation and upgradation of Mhaswad-Tembhurni section from Km. 85.686 to Km. 156.164 excluding Km. 126.200 (Start of Akluj Bypass to Km. 139.00 (lawang junction of NH-548C) to two lane with paved shoulder on EPC mode in the State of Maharashtra . महाराष्ट्र .,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58706,147.659,129.659,18.0,0.0
58707,MO/2018/58707,Upgradation of Satara-Mhaswad section from existing Km. 1.900 (on NH-48) to KM. 89.20 (Mhaswad) Design Km. 0.00 to Km. 85.686 of NH- 548C to two lane with paved shoulder on EPC mode in the State of Maharashtra महाराष्ट्र,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58707,241.114,226.336,14.778,0.0
58710,MO/2019/58710,Construction of Major Bridge at KM 735 . 800 across Phalguni river near Gurupura National Highway NH- 169 from Km . 735 . 125 to Km . 736 . 30 Sholapur - Mangalore section in the state of Karnataka (Job No.NH-169-KNT-2018-19-894) कंस्ट्रक्शन ओएफ माजोर ब्रिज एटी केऍम्‌ 735 . 800 एक्रोस फाल्गुनी रिवर नेअर गुरुपुरा नेशनल हाइवे ऍन्‌हॆच्‌- 169 फ्रॉम केऍम्‌ . 735 . 125 टीओ केऍम्‌ . 736 . 30 शोलापुर - मंगलोर सेक्शन आईएन थे स्टेट ओएफ कर्नाटक (जॉब नो.ऍन्‌हॆच्‌-169-केऍन्‌टी-2018-19-894),https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58710,6.0,1.8,4.2,0.0
58714,MO/2019/58714,Construction of ROBs and their approaches on NH - 22 ( old NH - 99 ) in Chandwa at L . C No . 12 A / T in the State of Jharkhand . कंस्ट्रक्शन ऑफ़ रोब्स एंड थेइर अप्प्रोचेस ों नह - २२ ( ओल्ड नह - ९९ ) इन चंदवा ात ल . स नो . १२ ा / टी इन थे स्टेट ऑफ़ झारखण्ड .,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58714,2.5,0.0,2.5,0.0
58715,MO/2019/58715,Rehabilitation and Upgradation of NH - 111 ( NEW NH - 130 ) from km 82 . 500 to km 163 . 400 ( katghora to shivnagar ) with two lane with paved shoulder in tha state of chhattisgarh under NHDP - IV EPC basis रिहैबिलिटेशन एंड उपग्रडेशन ऑफ़ नह - १११ ( नई नह - १३० ) फ्रॉम कम ८२ . ५०० तो कम १६३ . ४०० ( कटघोरा तो शिवनगर ) विथ तवो लेन विथ paved shoulder इन था स्टेट ऑफ़ छत्तीसगढ़ अंडर नहड़प - िव एप्स बेसिस,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58715,233.99,200.0,33.99,0.0
58716,MO/2019/58716,Strengthening and widening of existing 2 lane road to two paved shoulder from km 7 . 750 to km 26.542 and from Km. 32.093 to Km. 45.786 of NH 130 A on EPC mode in the state of chhattisgarh स्ट्रेंग्थेनिंग एंड विडेनिंग ऑफ़ एक्सिस्टिंग २ लेन रोड तो तवो पवेद शोल्डर फ्रॉम कम ७ . ७५० तो कम ३२ . ०९३ तो ४५ . ७८६ नह १३० ा ों एप्स मोड इन थे स्टेट ऑफ़ छत्तीसगढ़,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58716,89.456,71.956,17.5,0.0
58719,MO/2019/58719,Rehabilitation and upgradation of NH-565 from Km 133.922 to Km. 154.900 into two lanes with paved shoulders in Prakasam District under NHDP-IV रिहैबिलिटेशन एंड अपग्रेडेशन ऑफ़ रारा - 565 फ्रॉम किमी 133.922 टु किमी. 154.900 इंटु टू लेन्स विद पेव्ड शोल्डर्स इन प्रकाशम् डिस्ट्रिक्ट अंडर एन एच डी पी - IV,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58719,58.72,0.0,58.72,0.0
58720,MO/2019/58720,Construction of ROB and its approaches in lieu of the existing level crossing at km 24 of NH 327A in the State of Bihar. बिहार राज्य के राष्ट्रीय राजमार्ग संख्या - 327A के कि0मी0 24 में स्थित समतल पारक के स्थान पर ROB एवं पहुंच पथ का निर्माण कार्य |,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58720,1.9379,0.025,1.9129,0.3345
58722,MO/2019/58722,2 / 4 Lane with paved shoulder under corridor scheme basis of jaisingh nagar (cg/mp border) kotadol ramgarh semaria road of tentetive length 65 km 2,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58722,125.0,35.0,90.0,0.0
58723,MO/2019/58723,"Reconstruction of Minor Bridges at Km . 650 . 204 Km . 654 . 830 , Km . 655 . 93 , Km . 660 . 030 and Construction of Major Bridge at Km . 648 . 17 on NH - 169 ( Old NH - 13 ) Sholapura - Mangalore Section in the District of Chickamagaluru in the State of Karnataka (Job No.NH-169-Knt-2017-18-877) रीकंस्ट्रक्शन ओएफ माइनर ब्रिज एटी केऍम्‌ . 650 . 204 केऍम्‌ . 654 . 830 , केऍम्‌ . 655 . 93 , केऍम्‌ . 660 . 030 एंड कंस्ट्रक्शन ओएफ माजोर ब्रिज एटी केऍम्‌ . 648 . 17 ओन ऍन्‌हॆच्‌ - 169 ( ओल्ड ऍन्‌हॆच्‌ - 13 ) शोलापुरा - मंगलोर सेक्शन आईएन थे डिस्ट्रिक्ट ओएफ चिकमंगलुरू आईएन थे स्टेट ओएफ कर्नाटक (जॉब नो.ऍन्‌हॆच्‌-169-केऍन्‌टी-2017-18-877)",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58723,0.497,0.0,0.497,0.0
58732,MO/2019/58732,Widening to two / four lane with paved shoulders from existing km 182 / 120 to km 227 / 600 of NH - 167 on Haggari - Jadcherla road in the state of Telangana on EPC mode under NH ( 0 ) Annual plan 2016 - 17 विडेनिंग तो तवो / फोर लेन विथ पवेद शोल्डर्स फ्रॉम एक्सिस्टिंग कम १८२ / १२० तो कम २२७ / ६०० ऑफ़ नह - १६७ ों हग्गारी - जड्चर्ला रोड इन थे स्टेट ऑफ़ तेलंगाना ों एप्स मोड अंडर नह ( ० ) एनुअल प्लान २०१६ - १७,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58732,137.747,120.19724,17.54976,0.0
58733,MO/2019/58733,"Two laning with paved shoulder and strengthening of NH-2B from existing Km 0+000 (Nababhat, Burdwan) to Km 46+000 (Bhedia, Natunhat Bridge over river Ajay) in the district of Purba Bardhaman, West Bengal(3A expired) पश्चिम बंगाल राज्य के पूर्व बर्धमान जिले में राष्ट्रीय राज मार्ग संख्या 2B के मजुदा चेनेज 0+000 कि.मि. (नबाबहाट, बर्धमान) से 46+000 कि.मि. (भेडिया, अजय नदी के उपर नतुनहाट ब्रीज) तक पेव्ड शोल्डर के साथ दो लेन में मजवुतिकरणBengal(३ा",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58733,145.0,88.14,56.86,0.0
58734,MO/2019/58734,"2 laning with paved shoulder and strengthening of NH-2B from existing Km 46+000 (Bhedia, Natunhat Bridge over river Ajoy) to Km 48+000 (Bolpur) in the district of Birbhum, West Bengal पश्चिम बंगाल राज्य के बीरभूम जिले में राष्ट्रीय राजमार्ग संख्या 2B के मजुदा चेनेज 46+000 कि.मि. (भेडिया, अजय नदी के उपर नतुनहाट ब्रीज) से 48+000 कि.मि. (बोलपुर) तक पेव्ड शोल्डर के साथ दो लेन में मजवुतिकरण",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58734,5.706,0.0,5.706,0.0
58735,MO/2019/58735,"Construction of minor bridge parallel to existing bridge at Km. 112.300 of NH -63 Ankola Gooty section in Dastikoppa village, Kalaghatagi taluka, Dharwad district in the state of Karnataka कंस्ट्रक्शन ओफ माइनर ब्रिज पैरेल टो एक्जिस्टिंग ब्रिज एटी केएम. 112.300 ओफ ऍन्‌हॆच्‌ -63 अंकोला गूटी सेक्शन इन दस्तिकोप्पा विलेज, कलाघातगी तालुका, धारवाड़ डिस्ट्रिक्ट इन ठे स्टेट ओफ कर्णाटक",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58735,8.6395,6.2582,2.3813,0.0
58736,MO/2019/58736,Rehabilitation and upgradation of Hyderabad outer Ring road to Medak section of NH - 765D from existing Km 15.970 (Design Km.0/0 ) to existing km 78/700 ( Design Km 62.92 ) to two lane with paved shoulder / four lane in the state of Telangana on EPC mode under NH (O) रिहैबिलिटेशन एंड उपग्रडेशन ऑफ़ हैदराबाद आउटर रिंग रोड तो मेडक सेक्शन ऑफ़ नह - ७६५द फ्रॉम एक्सिस्टिंग कम 15.९७० (डिज़ाइन Km.0/० ) तो एक्सिस्टिंग कम 78/७०० ( डिज़ाइन कम 62.९२ ) तो तवो लेन विथ पवेद शोल्डर / फोर लेन इन थे स्टेट ऑफ़ तेलंगाना ों एप्स मोड अंडर नह (O),https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58736,13.43,1.02,12.41,0.0
